age,avg_year,free_agency_year,fully_guaranteed,player,position,team,total_guaranteed,total_value 
25,645000,2020,$0,Pita Taumoepenu,4-3-defensive-end,49ers,0,1200000
27,525000,2020,$0,Justin Zimmer,4-3-defensive-tackle,Falcons,0,1050000
27,520000,2021,$0,John Atkins,4-3-defensive-tackle,Lions,0,1560000
23,586500,2022,"$4,500",Charles Scaff,tight-end,Ravens,4500,1759500
24,586333,2022,"$4,000",Cole Herdman,tight-end,Ravens,4000,1759000
24,586167,2022,"$3,500",Austin Fort,tight-end,Broncos,3500,1758500
26,615000,2021,$0,Russ Hansbrough,running-back,Redskins,0,1230000
26,615000,2021,$0,Kenneth Farrow,running-back,Dolphins,0,1230000
33,1075000,2020,$0,Dominique Rodgers-Cromartie,cornerback,Redskins,0,1075000
24,1070895,2021,"$1,740,217",Chidobe Awuzie,cornerback,Cowboys,1740217,4283580
25,793822,2021,"$706,288",Amara Darboh,wide-receiver,Seahawks,706288,3175288
27,810000,2020,"$165,000",Curtis Riley,safety,Raiders,165000,810000
28,805000,2020,$0,Shamarko Thomas,safety,Broncos,0,805000
2020,585000,2022,$0,Gary Johnson,inside-linebacker,Chiefs,0,1755000
2020,585000,2022,$0,Tre’ Williams,inside-linebacker,Lions,0,1755000
24,575333,2021,"$42,000",Sharif Finch,inside-linebacker,Titans,42000,1726000
25,570000,2020,$0,Steve Longa,4-3-outside-linebacker,Lions,0,570000
25,558333,2020,"$20,000",Eric Wilson,4-3-outside-linebacker,Vikings,20000,1675000
24,645000,2021,$0,Daeshon Hall,4-3-defensive-end,Eagles,0,1935000
2020,495000,2020,$0,Jake Ceresna,4-3-defensive-tackle,Giants,0,495000
24,585667,2022,"$2,000",Matt Orzech,tight-end,Ravens,2000,1757000
23,585500,2022,"$1,500",Ellis Richardson,tight-end,Bears,1500,1756500
2020,585000,2022,$0,Mik’Quan Deane,tight-end,Seahawks,0,1755000
25,615000,2021,$0,Devante Mays,running-back,Browns,0,1230000
24,615000,2021,$0,Roc Thomas,running-back,Vikings,0,1230000
23,1020574,2022,"$1,048,940",Sam Beal,cornerback,Giants,1048940,4082294
32,1020000,2020,"$90,000",Marcus Sherels,cornerback,Saints,90000,1020000
24,785660,2022,"$682,640",DaeSean Hamilton,wide-receiver,Broncos,682640,3142640
26,769041,2021,"$676,164",Dede Westbrook,wide-receiver,Jaguars,676164,3076164
24,762006,2021,"$648,024",Josh Reynolds,wide-receiver,Rams,648024,3048024
24,801682,2021,"$727,476",Delano Hill,safety,Seahawks,727476,3206726
0,791299,2023,"$645,196",Ugochukwu Amadi,safety,Seahawks,645196,3165196
23,571667,2021,"$20,000",Tae Davis,inside-linebacker,Giants,20000,1715000
24,571333,2021,"$4,000",Chris Board,inside-linebacker,Ravens,4000,1714000
26,540000,2021,$0,Alex Singleton,4-3-outside-linebacker,Eagles,0,1080000
0,540000,2021,$0,Emmanuel Smith,4-3-outside-linebacker,Buccaneers,0,1080000
26,645000,2020,$0,Jonathan Woodard,4-3-defensive-end,Dolphins,0,645000
25,645000,2020,$0,Bryan Cox Jr.,4-3-defensive-end,Panthers,0,645000
24,495000,2020,$0,Winston Craig,4-3-defensive-tackle,Steelers,0,495000
25,495000,2020,$0,Frank Herron,4-3-defensive-tackle,Patriots,0,495000
2020,585000,2022,$0,Justin Johnson,tight-end,Seahawks,0,1755000
2020,585000,2022,$0,Davis Koppenhaver,tight-end,Packers,0,1755000
27,613348,2020,"$383,392",Devontae Booker,running-back,Broncos,383392,2453392
24,600000,2020,$0,Brian Hill,running-back,Falcons,0,1200000
26,600000,2020,$0,Taquan Mizzell,running-back,Bears,0,1200000
29,1000000,2020,"$100,000",Neiko Thorpe,cornerback,Seahawks,150000,1000000
26,990209,2020,"$1,332,608",James Bradberry,cornerback,Panthers,1332608,3960836
24,971166,2021,"$973,572",Ahkello Witherspoon,cornerback,49ers,973572,3884665
24,760095,2022,"$580,380",Jaleel Scott,wide-receiver,Ravens,580380,3040380
26,758917,2021,"$635,668",Mack Hollins,wide-receiver,Eagles,635668,3035668
24,790909,2022,"$703,636",Troy Apke,safety,Redskins,703636,3163636
22,781814,2022,"$667,256",Jordan Whitehead,safety,Buccaneers,667256,3127256
23,571000,2021,"$3,000",Zeke Turner,inside-linebacker,Cardinals,3000,1713000
26,570000,2020,$0,Justin Currie,inside-linebacker,Seahawks,0,570000
23,570000,2020,$0,Jason Cabinda,inside-linebacker,Raiders,0,570000
25,540000,2021,$0,Christian Kuntz,4-3-outside-linebacker,Jaguars,0,1080000
0,540000,2021,$0,Kyle Queiro,4-3-outside-linebacker,Cowboys,0,1080000
26,645000,2020,$0,Eddie Yarbrough,4-3-defensive-end,Bills,0,645000
25,644602,2022,"$118,408",Ade Aruna,4-3-defensive-end,Vikings,118408,2578408
24,495000,2020,$0,Nick Thurman,4-3-defensive-tackle,Patriots,0,495000
0,495000,2020,$0,Cavon Walker,4-3-defensive-tackle,Chiefs,0,495000
2020,585000,2022,$0,C.J. Conrad,tight-end,Giants,0,1755000
2020,585000,2022,$0,Hale Hentges,tight-end,Colts,0,1755000
2020,585000,2022,$0,Brandon Dillon,tight-end,Vikings,0,1755000
23,587500,2022,"$37,500",Nick Brossette,running-back,Patriots,37500,1762500
24,587333,2022,"$7,000",Devontae Jackson,running-back,Broncos,7000,1762000
26,905306,2020,$0,Cyrus Jones,cornerback,Ravens,0,1810615
26,900000,2020,$0,Briean Boddy-Calhoun,cornerback,Texans,0,900000
30,895000,2020,"$90,000",Blidi Wreh-Wilson,cornerback,Falcons,90000,895000
28,895000,2020,"$45,000",Phillip Gaines,cornerback,Browns,45000,895000
29,895000,2020,"$240,000",Marcus Cooper,cornerback,Lions,240000,895000
23,748382,2021,"$593,528",Josh Malone,wide-receiver,Bengals,593528,2993528
27,745000,2020,$0,Jordan Taylor,wide-receiver,Vikings,25000,745000
25,742246,2021,"$568,984",Ryan Switzer,wide-receiver,Steelers,568984,2968984
26,734090,2020,"$596,360",Chris Moore,wide-receiver,Ravens,596360,2936360
23,780308,2022,"$632,232",Armani Watts,safety,Chiefs,632232,3121232
26,770000,2020,"$25,000",DeAndre Houston-Carson,safety,Bears,25000,770000
24,768003,2021,"$672,012",Tedric Thompson,safety,Seahawks,672012,3072012
24,570000,2020,$0,Tre’Von Johnson,inside-linebacker,Chargers,0,570000
27,570000,2020,$0,Pete Robertson,inside-linebacker,Cardinals,0,570000
25,570000,2020,$0,Darnell Sankey,inside-linebacker,Saints,0,570000
24,570000,2020,$0,Matthew Thomas,inside-linebacker,Ravens,0,570000
25,540000,2021,$0,Garret Dooley,4-3-outside-linebacker,Lions,0,1080000
27,540000,2021,$0,Reshard Cliett,4-3-outside-linebacker,Vikings,0,1080000
24,525000,2020,$0,Skai Moore,4-3-outside-linebacker,Colts,0,1050000
24,639511,2022,"$98,044",Jullian Taylor,4-3-defensive-end,49ers,98044,2558044
22,487500,2020,$0,Kendrick Norton,4-3-defensive-tackle,Dolphins,0,975000
2020,585000,2022,$0,Stephen Carlson,tight-end,Browns,0,1755000
2020,585000,2022,$0,Tyree Mayfield,tight-end,49ers,0,1755000
28,585000,2022,$0,Christian Wade,running-back,Bills,0,1755000
2020,585000,2022,$0,Adam Choice,running-back,Seahawks,0,1755000
2020,585000,2022,$0,Alec Ingold,running-back,Raiders,0,1755000
0,876312,2020,$0,David Long,cornerback,Rams,0,3505248
0,863668,2020,$0,Justin Layne,cornerback,Steelers,0,3454672
24,728089,2022,"$452,356",J’Mon Moore,wide-receiver,Packers,452356,2912356
24,723667,2020,$0,Pharoh Cooper,wide-receiver,Cardinals,0,2894668
25,721168,2020,"$517,172",Demarcus Robinson,wide-receiver,Chiefs,517172,2884672
26,766452,2021,"$665,808",Eddie Jackson,safety,Bears,665808,3065808
25,765553,2021,"$662,212",Rayshawn Jenkins,safety,Chargers,662212,3062212
25,570000,2020,$0,Austin Calitro,inside-linebacker,Seahawks,0,570000
25,570000,2020,$0,Calvin Munson,inside-linebacker,Patriots,0,570000
0,495000,2020,$0,Raymond Davison,4-3-outside-linebacker,Chiefs,0,495000
24,495000,2020,$0,Jonathan Celestin,4-3-outside-linebacker,Panthers,0,495000
27,615931,2020,"$123,724",Anthony Zettel,4-3-defensive-end,Browns,123724,2463724
25,615000,2021,$0,Chris Odom,4-3-defensive-end,Falcons,0,1230000
24,575000,2020,"$5,000",Thomas Duarte,tight-end,Panthers,5000,575000
25,571667,2020,"$50,000",Rico Gathers,tight-end,Cowboys,50000,1715000
2020,585000,2022,$0,Jon Hilliman,running-back,Giants,0,1755000
0,844232,2020,$0,Jamel Dean,cornerback,Buccaneers,0,3376928
23,837843,2022,"$784,372",Tarvarius Moore,cornerback,49ers,784372,3351372
25,834848,2021,"$825,392",Fabian Moreau,cornerback,Redskins,825392,3339392
26,720000,2020,$0,Damiere Byrd,wide-receiver,Cardinals,0,720000
25,720000,2020,$0,Jaelen Strong,wide-receiver,Browns,0,720000
26,756855,2020,"$645,420",Justin Simmons,safety,Broncos,645420,3027420
24,754723,2021,"$618,892",Montae Nicholson,safety,Redskins,618892,3018892
25,570000,2021,$0,James Crawford,inside-linebacker,Packers,0,1710000
25,559000,2020,"$27,000",Dylan Cole,inside-linebacker,Texans,27000,1677000
24,615000,2021,$0,Demone Harris,4-3-defensive-end,Buccaneers,0,1230000
24,615000,2021,$0,Pat O’Connor,4-3-defensive-end,Buccaneers,0,1230000
25,600000,2020,$0,Eric Lee,4-3-defensive-end,Lions,0,1200000
24,570000,2021,$0,Matt Flanagan,tight-end,Redskins,0,1710000
2020,585000,2022,$0,James Williams,running-back,Chiefs,0,1755000
23,830817,2022,"$761,516",Isaac Yiadom,cornerback,Broncos,761516,3323266
25,720000,2020,$0,Corey Coleman,wide-receiver,Giants,0,720000
25,741826,2020,"$599,804",Eric Murray,safety,Browns,599804,2967304
26,729641,2020,"$578,564",Miles Killebrew,safety,Lions,578564,2918564
26,558333,2020,"$20,000",Chase Allen,inside-linebacker,Dolphins,20000,1675000
25,555000,2020,$0,Hardy Nickerson,inside-linebacker,Bengals,0,1665000
27,600000,2020,$0,Carroll Phillips,4-3-defensive-end,Colts,0,1200000
25,600000,2020,$0,Cameron Malveaux,4-3-defensive-end,Cardinals,0,1200000
24,570000,2021,$0,Lance Lenoir,tight-end,Cowboys,0,1710000
2020,585000,2022,$0,Darrin Hall,running-back,Bengals,0,1755000
21,822715,2023,"$770,860",Julian Love,cornerback,Giants,770860,3290860
28,820000,2020,"$50,000",Keith Reaser,cornerback,Chiefs,75000,820000
26,720000,2020,$0,J.D. McKissic,wide-receiver,Seahawks,0,720000
0,708987,2023,"$315,948",Hunter Renfrow,wide-receiver,Raiders,315948,2835948
27,725000,2020,"$2,500",Derron Smith,safety,Vikings,5000,725000
26,720000,2020,$0,Darian Thompson,safety,Cowboys,0,720000
2020,540000,2021,$0,James Vaughters,inside-linebacker,Bears,0,1080000
23,540000,2021,$0,Josh Woods,inside-linebacker,Bears,0,1080000
23,540000,2021,$0,Travin Howard,inside-linebacker,Rams,0,1080000
26,586000,2022,"$6,000",Corbin Kaufusi,4-3-defensive-end,Saints,6000,1758000
25,585000,2020,$0,Stephen Weatherly,4-3-defensive-end,Vikings,0,2340000
25,570000,2020,$0,Robert Tonyan,tight-end,Packers,0,570000
25,563867,2020,"$26,600",Blake Jarwin,tight-end,Cowboys,26600,1691600
24,585000,2022,$0,Valentine Holmes,running-back,Jets,0,1755000
24,575000,2021,"$45,000",Darrel Williams,running-back,Chiefs,45000,1725000
25,575000,2021,"$15,000",Phillip Lindsay,running-back,Broncos,15000,1725000
0,819920,2020,$0,Kendall Sheffield,cornerback,Falcons,0,3279680
24,814655,2021,"$758,620",Shaquill Griffin,cornerback,Seahawks,758620,3258620
24,690434,2022,"$301,736",Justin Watson,wide-receiver,Buccaneers,301736,2761736
25,690000,2021,$0,Kalif Raymond,wide-receiver,Titans,0,1380000
26,690000,2021,$0,Devin Smith,wide-receiver,Cowboys,0,1380000
27,720000,2020,$0,Andrew Adams,safety,Lions,0,720000
0,717542,2020,$0,Deionte Thompson,safety,Cardinals,0,2870168
25,540000,2021,$0,Quentin Poling,inside-linebacker,Dolphins,0,1080000
24,525000,2020,$0,Kyle Wilson,inside-linebacker,Chargers,0,1050000
24,585000,2022,$0,Andrew Ankrah,4-3-defensive-end,Redskins,0,1755000
2020,585000,2022,$0,Anree Saint-Amour,4-3-defensive-end,Vikings,0,1755000
2020,585000,2022,$0,Jarrell Owens,4-3-defensive-end,Browns,0,1755000
27,562500,2020,$0,Jason Vander Laan,tight-end,Panthers,0,1125000
26,561667,2020,"$81,200",Antony Auclair,tight-end,Buccaneers,81200,1685000
24,573333,2021,"$20,000",Shaun Wilson,running-back,Buccaneers,20000,1720000
23,572500,2021,"$12,500",Buddy Howell,running-back,Texans,12500,1717500
24,812107,2021,"$753,428",Jourdan Lewis,cornerback,Cowboys,753428,3248428
31,805000,2020,$0,Brittan Golden,cornerback,Giants,0,805000
0,688719,2020,$0,Darius Slayton,wide-receiver,Giants,0,2754876
0,682327,2020,$0,KeeSean Johnson,wide-receiver,Cardinals,0,2729308
26,716554,2020,"$526,216",Deon Bush,safety,Bears,526216,2866216
25,712723,2020,"$510,892",Deiondre’ Hall,safety,Eagles,510892,2850892
24,525000,2020,$0,Nick DeLuca,inside-linebacker,Jaguars,0,1050000
24,520000,2021,$0,Chris Worley,inside-linebacker,Bengals,0,1560000
0,495000,2020,$0,Tegray Scales,inside-linebacker,Steelers,0,495000
2020,585000,2022,$0,Wyatt Ray,4-3-defensive-end,Browns,0,1755000
2020,585000,2022,$0,Jamell Garcia-Williams,4-3-defensive-end,49ers,0,1755000
26,559000,2020,"$12,000",Sean Culkin,tight-end,Chargers,12000,1677000
26,558333,2020,"$90,000",Jacob Hollister,tight-end,Seahawks,90000,1675000
24,572500,2021,"$7,500",Mike Boone,running-back,Vikings,7500,1717500
24,570000,2021,$0,Boston Scott,running-back,Eagles,0,1710000
28,805000,2020,$0,Dontae Johnson,cornerback,Chiefs,0,805000
24,804282,2021,"$736,128",Cameron Sutton,cornerback,Steelers,736128,3217128
0,798943,2023,"$675,772",Iman Marshall,cornerback,Ravens,675772,3195772
23,682169,2022,"$268,676",Jordan Lasley,wide-receiver,Ravens,268676,2728676
27,675000,2020,$0,Darius Jennings,wide-receiver,Titans,0,1350000
0,712040,2020,$0,Marvell Tell III,safety,Colts,0,2848160
26,709839,2020,"$499,356",Derrick Kindred,safety,Colts,499356,2839356
23,692843,2022,"$311,372",D.J. Reed,safety,49ers,311372,2771372
24,495000,2020,$0,Anthony Wint,inside-linebacker,Jets,0,495000
0,495000,2020,$0,Alvin Jones,inside-linebacker,Ravens,0,495000
2020,585000,2022,$0,Tim Ward,4-3-defensive-end,Chiefs,0,1755000
24,572000,2021,"$6,000",Ben Niemann,4-3-defensive-end,Chiefs,6000,1716000
26,557000,2020,"$6,000",Cethan Carter,tight-end,Bengals,6000,1671000
27,540000,2021,$0,Codey McElroy,tight-end,Cowboys,0,1080000
25,570000,2021,$0,Keith Ford,running-back,Bills,0,1710000
25,570000,2021,$0,Detrez Newsome,running-back,Chargers,0,1710000
28,797500,2020,$0,David Amerson,cornerback,Cardinals,0,1595000
0,795573,2023,"$662,292",Isaiah Johnson,cornerback,Raiders,662292,3182292
0,674708,2020,$0,Travis Fulgham,wide-receiver,Lions,0,2698832
25,690000,2020,"$100,000",Obi Melifonwu,safety,Patriots,100000,1380000
26,495000,2020,$0,Brandon Chubb,inside-linebacker,Panthers,0,495000
24,495000,2020,$0,Greer Martini,inside-linebacker,Vikings,0,495000
24,495000,2020,$0,Robert Spillane,inside-linebacker,Steelers,0,495000
24,571333,2021,"$4,000",Hercules Mata’afa,4-3-defensive-end,Vikings,4000,1714000
25,570000,2021,$0,Lyndon Johnson,4-3-defensive-end,Jaguars,0,1710000
25,540000,2021,$0,Pharoah McKever,tight-end,Jaguars,0,1080000
24,540000,2021,$0,Keith Towbridge,tight-end,Titans,0,1080000
23,570000,2021,$0,Chris Warren,running-back,Raiders,0,1710000
24,570000,2020,$0,Gus Edwards,running-back,Ravens,0,570000
26,794072,2021,"$706,288",Cordrea Tankersley,cornerback,Dolphins,706288,3176288
25,794010,2021,"$706,288",Rasul Douglas,cornerback,Eagles,706288,3176038
0,672977,2020,$0,Juwann Winfree,wide-receiver,Broncos,0,2691908
25,669389,2022,"$217,556",Marquez Valdes-Scantling,wide-receiver,Packers,217556,2677556
23,688159,2022,"$292,636",Marcus Allen,safety,Steelers,292636,2752636
25,686505,2022,"$286,020",Siran Neal,safety,Bills,286020,2746020
24,681406,2022,"$265,624",Natrell Jamerson,safety,Packers,265624,2725624
2020,495000,2020,$0,Brady Sheldon,inside-linebacker,Packers,0,495000
27,570000,2020,$0,Efe Obada,4-3-defensive-end,Panthers,0,570000
26,570000,2020,$0,Mitchell Loewen,4-3-defensive-end,Lions,0,570000
26,540000,2021,$0,Billy Brown,tight-end,Colts,0,1080000
0,540000,2021,$0,Nate Wozniak,tight-end,Saints,0,1080000
24,570000,2020,$0,De’Lance Turner,running-back,Ravens,0,570000
24,560000,2020,"$15,000",Justin Davis,running-back,Rams,15000,1680000
23,789669,2022,"$698,676",Nick Nelson,cornerback,Raiders,698676,3158676
24,780856,2020,"$718,424",Kendall Fuller,cornerback,Chiefs,718424,3123424
25,780250,2022,"$661,000",Anthony Averett,cornerback,Ravens,661000,3121000
0,666963,2023,"$147,852",Marcus Green,wide-receiver,Falcons,147852,2667852
25,664312,2021,"$257,248",Shelton Gibson,wide-receiver,Eagles,257248,2657248
24,663467,2022,"$193,868",Damion Ratley,wide-receiver,Browns,193868,2653868
0,678988,2020,$0,Saquan Hampton,safety,Saints,0,2715952
0,676085,2020,$0,Jaquan Johnson,safety,Bills,0,2704340
25,570000,2021,$0,Mike Love,4-3-defensive-end,Bills,0,1710000
24,560000,2020,"$45,000",Tashawn Bower,4-3-defensive-end,Vikings,45000,1680000
25,555000,2020,$0,Keionta Davis,4-3-defensive-end,Patriots,0,1665000
24,540000,2021,$0,Jaeden Graham,tight-end,Falcons,0,1080000
28,540000,2021,$0,Alex Gray,tight-end,Falcons,0,1080000
0,540000,2021,$0,Andrew Vollert,tight-end,Bengals,0,1080000
25,558333,2020,"$35,000",Corey Clement,running-back,Eagles,35000,1675000
24,556667,2020,"$5,000",Austin Ekeler,running-back,Chargers,5000,1670000
23,776517,2022,"$646,068",Taron Johnson,cornerback,Bills,646068,3106068
23,771478,2022,"$625,912",Avonte Maddox,cornerback,Eagles,625912,3085912
0,661960,2023,"$127,840",Scott Miller,wide-receiver,Buccaneers,127840,2647840
0,661958,2020,$0,Kelvin Harmon,wide-receiver,Redskins,0,2647832
28,675000,2020,$0,Sharrod Neasman,safety,Falcons,0,1350000
0,672189,2023,"$168,756",Marcus Epps,safety,Vikings,168756,2688756
0,661958,2020,$0,Donovan  Wilson,safety,Cowboys,0,2647832
23,540000,2021,$0,Jacob Tuioti-Mariner,4-3-defensive-end,Falcons,0,1080000
0,540000,2021,$0,Joe Ostman,4-3-defensive-end,Eagles,0,1080000
25,527000,2020,$0,Jason Croom,tight-end,Bills,0,1054000
24,525000,2020,$0,Ross Dwelley,tight-end,49ers,0,1050000
24,556667,2020,"$30,000",Matt Breida,running-back,49ers,30000,1670000
25,540000,2021,$0,Dare Ogunbowale,running-back,Buccaneers,0,1080000
25,755000,2020,$0,Lorenzo Doss,cornerback,Panthers,0,1510000
23,656409,2022,"$165,636",Deon Cain,wide-receiver,Colts,165636,2625636
29,655000,2020,"$10,000",Rashad Ross,wide-receiver,Panthers,10000,655000
23,654956,2022,"$159,824",Ray-Ray McCloud,wide-receiver,Bills,159824,2619824
25,656575,2022,"$166,300",Marcell Harris,safety,49ers,166300,2626300
22,654450,2022,"$157,800",DeShon Elliott,safety,Ravens,157800,2617800
25,540000,2021,$0,Shakir Soto,4-3-defensive-end,Cowboys,0,1080000
26,525000,2020,$0,Mo Alie-Cox,tight-end,Colts,0,1050000
25,525000,2020,$0,Tanner Hudson,tight-end,Buccaneers,0,1050000
0,540000,2021,$0,Jordan Chunn,running-back,Cowboys,0,1080000
25,540000,2021,$0,Donnel Pumphrey,running-back,Eagles,0,1080000
0,540000,2021,$0,Ryan Nall,running-back,Bears,0,1080000
26,733040,2020,"$592,160",Ryan Smith,cornerback,Buccaneers,592160,2932160
26,720000,2020,$0,Juston Burris,cornerback,Browns,0,720000
23,654048,2022,"$156,192",Russell Gage,wide-receiver,Falcons,156192,2616192
0,654035,2023,"$96,140",Quinton Bell,wide-receiver,Raiders,96140,2616140
0,649330,2020,$0,Nick Scott,safety,Rams,0,2597320
29,645000,2020,$0,Jordan Dangerfield,safety,Steelers,0,645000
0,540000,2021,$0,Jonathan Wynn,4-3-defensive-end,Lions,0,1080000
26,500000,2020,"$5,000",Karter Schult,4-3-defensive-end,Vikings,5000,500000
0,495000,2020,$0,Robert McCray,4-3-defensive-end,Chiefs,0,495000
23,525000,2020,$0,Jordan Franks,tight-end,Bengals,0,1050000
25,525000,2020,$0,Pharaoh Brown,tight-end,Browns,0,1050000
25,540000,2021,$0,Khalfani Muhammad,running-back,Broncos,0,1080000
0,540000,2021,$0,Mark Thompson,running-back,Lions,0,1080000
26,720000,2020,$0,Kalan Reed,cornerback,Seahawks,0,720000
25,653721,2020,"$274,884",Tajae Sharpe,wide-receiver,Titans,274884,2614884
0,650668,2020,$0,John Ursua,wide-receiver,Seahawks,0,2602672
26,645000,2020,$0,Marwin Evans,safety,Seahawks,0,645000
26,645000,2020,$0,Harold Jones-Quartey,safety,Chiefs,0,645000
23,495000,2020,$0,Patrick Afriyie,4-3-defensive-end,Chargers,0,495000
25,495000,2020,$0,Alex Barrett,4-3-defensive-end,Raiders,0,495000
24,525000,2020,$0,Deon Yelder,tight-end,Chiefs,0,1050000
24,525000,2020,$0,Garrett Dickerson,tight-end,Giants,0,1050000
24,525000,2020,$0,Jeff Wilson,running-back,49ers,0,1050000
27,525000,2020,$0,Tra Carson,running-back,Packers,0,1050000
27,720000,2020,$0,Lafayette Pitts,cornerback,Bills,0,720000
26,720000,2020,$0,DeVante Harris,cornerback,Buccaneers,0,720000
0,710833,2020,$0,Amani Oruwariye,cornerback,Lions,0,2843332
25,650487,2021,"$201,948",Trent Taylor,wide-receiver,49ers,201948,2601948
0,650454,2020,$0,Terry Godwin,wide-receiver,Panthers,0,2601816
26,645000,2020,$0,Charles Washington,safety,Lions,0,645000
26,645000,2020,$0,Dymonte Thomas,safety,Broncos,0,645000
26,495000,2020,$0,J’terius Jones,4-3-defensive-end,Steelers,0,495000
25,525000,2020,$0,Johnny Mundt,tight-end,Rams,0,1050000
26,520000,2021,$0,J.P. Holtz,tight-end,Redskins,0,1560000
24,525000,2020,$0,Dontrell Hilliard,running-back,Browns,0,1050000
23,525000,2020,$0,Josh Adams,running-back,Eagles,0,1050000
0,705855,2020,$0,Michael Jackson Sr.,cornerback,Cowboys,0,2823420
26,690000,2021,$0,Lenzy Pipkins,cornerback,Browns,0,1380000
24,689681,2022,"$298,724",Tre Flowers,cornerback,Seahawks,298724,2758724
0,650079,2023,"$80,316",Dillon Mitchell,wide-receiver,Vikings,80316,2600316
0,648644,2023,"$74,576",Olabisi Johnson,wide-receiver,Vikings,74576,2594576
26,645000,2020,$0,Jermaine Whitehead,safety,Browns,0,645000
24,495000,2020,$0,Trent Harris,4-3-defensive-end,Patriots,0,495000
27,505000,2020,$0,Manasseh Garner,tight-end,Redskins,0,1515000
25,500000,2020,"$5,000",Marcus Baugh,tight-end,Panthers,5000,500000
24,525000,2020,$0,Anthony Firkser,running-back,Titans,0,1050000
25,520000,2021,$0,Quinton Flowers,running-back,Bengals,0,1560000
0,495000,2020,$0,Ralph Webb,running-back,Steelers,0,495000
0,688719,2020,$0,Jordan Miller,cornerback,Falcons,0,2754876
25,646555,2020,"$218,720",Tyreek Hill,wide-receiver,Chiefs,218720,2586220
25,645000,2020,$0,Ricardo Louis,wide-receiver,Dolphins,0,645000
25,645000,2020,$0,Brandon Wilson,safety,Bengals,0,645000
25,645000,2020,$0,Shalom Luani,safety,Seahawks,0,645000
27,500000,2020,"$5,000",Cedrick Lang,tight-end,Patriots,5000,500000
0,495000,2020,$0,Cole Hunt,tight-end,Panthers,0,495000
23,495000,2020,$0,Elijah Hood,running-back,Panthers,0,495000
0,495000,2020,$0,Reggie Bonnafon,running-back,Panthers,0,495000
26,687500,2020,$0,KeiVarae Russell,cornerback,Bengals,0,1375000
24,687144,2022,"$288,576",Davontae Harris,cornerback,Bengals,288576,2748576
27,645000,2020,$0,Braxton Miller,wide-receiver,Eagles,0,645000
28,645000,2020,$0,DeAndrew White,wide-receiver,Panthers,0,645000
24,643705,2021,"$174,820",Chuck Clark,safety,Ravens,174820,2574820
24,639905,2021,"$159,620",Xavier Woods,safety,Cowboys,159620,2559620
26,495000,2020,$0,Christian Scotland-Williamson,tight-end,Steelers,0,495000
0,495000,2020,$0,Malik Williams,running-back,Steelers,0,495000
23,487500,2020,$0,Bo Scarbrough,running-back,Seahawks,0,975000
24,686973,2022,"$287,892",Dane Cruikshank,cornerback,Titans,287892,2747892
0,676399,2020,$0,Corey Ballentine,cornerback,Giants,0,2705596
24,645000,2020,$0,David Moore,wide-receiver,Seahawks,0,645000
26,645000,2020,$0,Marvin Hall,wide-receiver,Bears,0,645000
25,635048,2021,"$140,192",Rudy Ford,safety,Cardinals,140192,2540192
26,621200,2021,"$84,800",Adrian Colbert,safety,49ers,84800,2484800
0,495000,2020,$0,Kevin Rader,tight-end,Steelers,0,495000
25,495000,2020,$0,Tyrone Swoopes,tight-end,Seahawks,0,495000
0,675580,2023,"$152,820",Rashad Fenton,cornerback,Chiefs,152820,2702320
26,675000,2020,$0,Josh Hawkins,cornerback,Eagles,0,1350000
25,645000,2020,$0,Marcus Johnson,wide-receiver,Colts,0,645000
25,645000,2020,$0,Justin Hardee,wide-receiver,Saints,0,645000
25,615000,2021,$0,Demetrious Cox,safety,Bengals,0,1230000
25,610089,2020,"$100,356",Will Parks,safety,Broncos,100356,2440356
0,495000,2020,$0,David Wells,tight-end,Chiefs,0,495000
0,495000,2020,$0,Nick Keizer,tight-end,Ravens,0,495000
25,675000,2020,$0,Cre’Von LeBlanc,cornerback,Eagles,0,1350000
29,675000,2020,$0,C.J. Goodwin,cornerback,Cowboys,0,1350000
26,675000,2020,$0,Denzel Rice,cornerback,Bills,0,1350000
25,645000,2020,$0,JoJo Natson,wide-receiver,Rams,0,645000
23,644602,2022,"$118,408",Equanimeous St. Brown,wide-receiver,Packers,118408,2578408
25,601056,2020,"$64,224",Jayron Kearse,safety,Vikings,64224,2404224
26,600888,2020,"$63,552",Clayton Fejedelem,safety,Bengals,63552,2403552
0,495000,2020,$0,Evan Baylis,tight-end,Packers,0,495000
23,487500,2020,$0,Donnie Ernsberger,tight-end,Buccaneers,0,975000
0,673737,2023,"$174,948",Ka’dar Hollman,cornerback,Packers,174948,2694948
26,672233,2021,"$288,932",Damontae Kazee,cornerback,Falcons,288932,2688932
24,644602,2022,"$118,408",Cedrick Wilson,wide-receiver,Cowboys,118408,2578408
24,644602,2022,"$118,408",Braxton Berrios,wide-receiver,Patriots,118408,2578408
27,600000,2020,$0,Kenny Ladler,safety,Giants,0,1200000
27,600000,2020,$0,Dean Marlowe,safety,Bills,0,1200000
24,600000,2020,$0,Maurice Smith,safety,Dolphins,0,1200000
26,487500,2020,$0,Paul Butler,tight-end,Raiders,0,975000
0,671515,2020,$0,Xavier Crawford,cornerback,Texans,0,2686060
0,670743,2023,"$162,972",Blessuan Austin,cornerback,Jets,162972,2682972
25,670000,2021,"$280,000",Desmond King,cornerback,Chargers,280000,2680000
